i,winDiff,avg
712,-55,-0.07724719101123595
713,-54,-0.07573632538569425
714,-55,-0.07703081232492998
715,-56,-0.07832167832167833
716,-55,-0.07681564245810056
717,-54,-0.07531380753138076
718,-53,-0.07381615598885793
719,-54,-0.07510431154381085
720,-55,-0.0763888888888889
721,-55,-0.07628294036061026
722,-56,-0.07756232686980609
723,-57,-0.07883817427385892
724,-58,-0.08011049723756906
725,-57,-0.07862068965517241
726,-56,-0.07713498622589532
727,-55,-0.07565337001375516
728,-56,-0.07692307692307693
729,-57,-0.07818930041152264
730,-57,-0.07808219178082192
731,-58,-0.07934336525307797
732,-58,-0.07923497267759563
733,-58,-0.0791268758526603
734,-59,-0.08038147138964577
735,-60,-0.08163265306122448
736,-59,-0.08016304347826086
737,-60,-0.0814111261872456
738,-59,-0.07994579945799458
739,-58,-0.07848443843031123
740,-59,-0.07972972972972973
741,-60,-0.08097165991902834
742,-61,-0.08221024258760108
743,-60,-0.08075370121130551
744,-59,-0.0793010752688172
745,-60,-0.08053691275167785
746,-59,-0.07908847184986595
747,-58,-0.07764390896921017
748,-59,-0.07887700534759358
749,-58,-0.0774365821094793
750,-59,-0.07866666666666666
751,-58,-0.07723035952063914
752,-59,-0.07845744680851063
753,-60,-0.0796812749003984
754,-61,-0.08090185676392574
755,-60,-0.07947019867549669
756,-59,-0.07804232804232804
757,-58,-0.07661822985468957
758,-59,-0.07783641160949868
759,-58,-0.0764163372859025
760,-59,-0.07763157894736843
761,-58,-0.07621550591327202
762,-57,-0.07480314960629922
763,-56,-0.07339449541284404
764,-57,-0.07460732984293193
765,-58,-0.07581699346405228
766,-59,-0.07702349869451697
767,-60,-0.07822685788787484
768,-61,-0.07942708333333333
769,-62,-0.08062418725617686
770,-61,-0.07922077922077922
771,-61,-0.07911802853437094
772,-61,-0.07901554404145078
773,-60,-0.07761966364812418
774,-61,-0.07881136950904392
775,-62,-0.08
776,-61,-0.07860824742268041
777,-62,-0.07979407979407979
778,-63,-0.08097686375321336
779,-64,-0.0821566110397946
780,-63,-0.08076923076923077
781,-64,-0.08194622279129321
782,-63,-0.08056265984654731
783,-64,-0.08173690932311622
784,-65,-0.08290816326530612
785,-66,-0.0840764331210191
786,-66,-0.08396946564885496
787,-65,-0.08259212198221093
788,-64,-0.08121827411167512
789,-65,-0.08238276299112801
790,-66,-0.08354430379746836
791,-67,-0.08470290771175727
792,-66,-0.08333333333333333
793,-65,-0.08196721311475409
794,-66,-0.08312342569269521
795,-66,-0.0830188679245283
796,-66,-0.0829145728643216
797,-67,-0.08406524466750313
798,-66,-0.08270676691729323
799,-67,-0.08385481852315395
800,-66,-0.0825
801,-65,-0.08114856429463171
802,-64,-0.0798004987531172
803,-65,-0.08094645080946451
804,-66,-0.08208955223880597
805,-67,-0.08322981366459627
806,-68,-0.08436724565756824
807,-69,-0.08550185873605948
808,-70,-0.08663366336633663
809,-71,-0.08776266996291718
810,-70,-0.08641975308641975
811,-69,-0.08508014796547472
812,-70,-0.08620689655172414
813,-71,-0.08733087330873308
814,-72,-0.08845208845208845
815,-72,-0.08834355828220859
816,-73,-0.08946078431372549
817,-74,-0.09057527539779682
818,-75,-0.09168704156479218
819,-76,-0.0927960927960928
820,-75,-0.09146341463414634
821,-76,-0.0925700365408039
822,-75,-0.09124087591240876
823,-74,-0.0899149453219927
824,-73,-0.08859223300970874
825,-74,-0.08969696969696969
826,-75,-0.09079903147699758
827,-74,-0.08948004836759371
828,-74,-0.0893719806763285
829,-75,-0.09047044632086852
830,-75,-0.09036144578313253
831,-74,-0.08904933814681107
832,-75,-0.09014423076923077
833,-74,-0.08883553421368548
834,-73,-0.08752997601918465
835,-72,-0.08622754491017964
836,-71,-0.08492822966507177
837,-70,-0.08363201911589008
838,-71,-0.08472553699284009
839,-72,-0.08581644815256258
840,-73,-0.0869047619047619
841,-72,-0.08561236623067776
842,-71,-0.08432304038004751
843,-72,-0.08540925266903915
844,-73,-0.08649289099526067
845,-74,-0.08757396449704143
846,-73,-0.08628841607565012
847,-72,-0.08500590318772137
848,-73,-0.08608490566037735
849,-74,-0.08716136631330977
850,-73,-0.08588235294117647
851,-74,-0.08695652173913043
852,-73,-0.08568075117370892
853,-72,-0.08440797186400938
854,-71,-0.08313817330210772
855,-70,-0.08187134502923976
856,-69,-0.08060747663551401
857,-70,-0.08168028004667445
858,-71,-0.08275058275058275
859,-72,-0.08381839348079162
860,-71,-0.08255813953488372
861,-70,-0.08130081300813008
862,-69,-0.08004640371229699
863,-68,-0.07879490150637311
864,-69,-0.0798611111111111
865,-68,-0.07861271676300578
866,-69,-0.07967667436489607
867,-69,-0.07958477508650519
868,-68,-0.07834101382488479
869,-67,-0.07710011507479862
870,-66,-0.07586206896551724
871,-67,-0.07692307692307693
872,-68,-0.0779816513761468
873,-67,-0.07674684994272624
874,-68,-0.07780320366132723
875,-69,-0.07885714285714286
876,-70,-0.07990867579908675
877,-71,-0.08095781071835804
878,-70,-0.07972665148063782
879,-71,-0.080773606370876
880,-72,-0.08181818181818182
881,-73,-0.08286038592508513
882,-72,-0.08163265306122448
883,-71,-0.08040770101925254
884,-70,-0.07918552036199095
885,-71,-0.08022598870056497
886,-72,-0.08126410835214447
887,-71,-0.08004509582863585
888,-72,-0.08108108108108109
889,-72,-0.08098987626546682
890,-72,-0.08089887640449438
891,-72,-0.08080808080808081
892,-73,-0.08183856502242152
893,-74,-0.08286674132138858
894,-73,-0.08165548098434004
895,-74,-0.08268156424581005
896,-74,-0.08258928571428571
897,-73,-0.08138238573021182
898,-74,-0.08240534521158129
899,-75,-0.08342602892102335
900,-76,-0.08444444444444445
901,-75,-0.08324084350721421
902,-76,-0.08425720620842572
903,-77,-0.08527131782945736
904,-76,-0.084070796460177
905,-75,-0.08287292817679558
906,-74,-0.08167770419426049
907,-73,-0.0804851157662624
908,-74,-0.08149779735682819
909,-75,-0.08250825082508251
910,-76,-0.08351648351648351
911,-75,-0.08232711306256861
912,-74,-0.08114035087719298
913,-74,-0.08105147864184009
914,-75,-0.08205689277899343
915,-74,-0.08087431693989071
916,-73,-0.07969432314410481
917,-74,-0.0806979280261723
918,-73,-0.07952069716775599
919,-74,-0.08052230685527748
920,-73,-0.07934782608695652
921,-74,-0.08034744842562432
922,-73,-0.07917570498915401
923,-73,-0.0790899241603467
924,-74,-0.08008658008658008
925,-75,-0.08108108108108109
926,-74,-0.07991360691144708
927,-75,-0.08090614886731391
928,-76,-0.08189655172413793
929,-77,-0.08288482238966631
930,-78,-0.08387096774193549
931,-77,-0.08270676691729323
932,-78,-0.08369098712446352
933,-79,-0.08467309753483387
934,-80,-0.08565310492505353
935,-81,-0.08663101604278074
936,-80,-0.08547008547008547
937,-81,-0.0864461045891142
938,-82,-0.08742004264392324
939,-82,-0.08732694355697551
940,-83,-0.08829787234042553
941,-84,-0.08926673751328375
942,-85,-0.09023354564755838
943,-86,-0.0911983032873807
944,-85,-0.09004237288135593
945,-85,-0.08994708994708994
946,-86,-0.09090909090909091
947,-87,-0.09186906019007392
948,-88,-0.09282700421940929
949,-87,-0.0916754478398314
950,-88,-0.09263157894736843
951,-89,-0.0935856992639327
952,-88,-0.09243697478991597
953,-89,-0.09338929695697797
954,-90,-0.09433962264150944
955,-91,-0.09528795811518324
956,-90,-0.09414225941422594
957,-89,-0.09299895506792058
958,-90,-0.09394572025052192
959,-89,-0.09280500521376434
960,-88,-0.09166666666666666
961,-87,-0.09053069719042664
962,-86,-0.0893970893970894
963,-87,-0.09034267912772585
964,-88,-0.0912863070539419
965,-89,-0.0922279792746114
966,-90,-0.09316770186335403
967,-91,-0.09410548086866598
968,-92,-0.09504132231404959
969,-91,-0.09391124871001032
970,-90,-0.09278350515463918
971,-91,-0.0937178166838311
972,-90,-0.09259259259259259
973,-91,-0.09352517985611511
974,-91,-0.09342915811088295
975,-92,-0.09435897435897436
976,-91,-0.0932377049180328
